mapping_id,src_section_id,src_type,src_file,src_body_start,src_body_end,heading_path,lines,audience,dest_part,dest_page,dest_section,disposition,note
current-0116,current-0116,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/rest.rst,64,65,リクエスト単体テストの実施方法 > テストクラスの書き方 > JUnit4のアノテーションを使用する,2,user,,,,DROP,"「テスティングフレームワークはJUnit4をベースとしているため、テスト対象メソッドに@Testアノテーションを付与する」という2行のみの記述。batch-03で処理済みの06_TestFWGuide/01_Abstract.rstのcurrent-0162（自動テストフレームワークがJUnit4ベースである旨、annotation・assertメソッド・Matcherクラス使用への言及、第1部 全体像へMOVE済み）およびcurrent-0166（JUnit4のannotationを使用したテストメソッド作成の基本、@Testアノテーション付与のコード例付き、第1部 全体像へMOVE済み）を実際に確認したところ、処理方式に依存しない一般的なJUnit4知識として既により詳しく（コード例付きで）説明済みである。本セクションはコード例を持たない簡略な繰り返しのため判断ルール5により重複先を残しDROP（重複先: current-0162, current-0166）。"
current-0117,current-0117,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/rest.rst,68,69,リクエスト単体テストの実施方法 > テストクラスの書き方 > 事前準備補助機能を使ってリクエストを生成する,2,user,,,,DROP,「スーパークラスに用意された:ref:`事前準備補助機能<rest_test_helper>`を使ってリクエストを生成する」という1文のみ。batch-17で処理済みのRequestUnitTest_rest.rstのcurrent-0316（get/post/put/patch/delete/newRequestの各メソッドのコード例、パラメータ設定方法、流れるようなインターフェイスでのリクエスト構築例のtipを含む詳細な節）を実際に確認したところ本セクションの内容を包含しより詳しい。判断ルール5により重複先を残しDROP（重複先: current-0316）。
current-0118,current-0118,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/rest.rst,72,73,リクエスト単体テストの実施方法 > テストクラスの書き方 > リクエストを送信する,2,user,,,,DROP,「スーパークラスに用意された:ref:`リクエスト送信メソッド<rest_test_execute>`を呼び出すことでリクエストを送信する」という1文のみ。batch-17で処理済みのRequestUnitTest_rest.rstのcurrent-0317（sendRequest(HttpRequest request)メソッドのコード例付き説明）を実際に確認したところ同内容をコード例付きでより詳しく説明済み。判断ルール5により重複先を残しDROP（重複先: current-0317）。
current-0119,current-0119,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/rest.rst,76,80,リクエスト単体テストの実施方法 > テストクラスの書き方 > 結果を確認する,5,user,,,,DROP,「ステータスコードは、スーパークラスに用意された:ref:`メソッド<rest_test_assert>`を呼び出すことで検証する。レスポンスボディについては任意のライブラリを使用してアプリケーションに合わせて検証する」という要約2文のみ。batch-17で処理済みのRequestUnitTest_rest.rstのcurrent-0318（assertStatusCodeメソッドの引数・アサート失敗条件・コード例、レスポンスボディ検証に推奨する外部ライブラリ(JSONAssert/json-path-assert/XMLUnit)、readTextResourceによるファイルベース期待値読み込みのディレクトリ対応表を含む詳細な節）を実際に確認したところ本セクションの内容を包含しより詳しい。判断ルール5により重複先を残しDROP（重複先: current-0318）。
current-0120,current-0120,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/rest.rst,83,106,リクエスト単体テストの実施方法 > テストデータの書き方 > (L2直下),24,user,第3部 テストの実装方法,リクエスト単体テスト（RESTfulウェブサービス）,使用方法,MOVE,「:ref:`how_to_write_excel`に記載された方法でテストデータを記述できるが、RESTfulウェブサービス実行基盤向けのテストで自動的に読み込まれるデータはテストクラスで共通のデータベース初期値・テストメソッド毎のデータベース初期値の2種類のみである」という限定事項、他の実行基盤と異なりExcelファイルが存在しなくてもエラーにならずデータ投入がスキップされるだけである旨のimportant、上記以外のテストデータをExcelに記載した場合にRestTestSupportが提供するgetListMap/getListParamMap/getParamMapメソッドで値を取得する必要がある旨のimportantとメソッドシグネチャのコード例で構成。getListMap系のLIST_MAP記法自体はbatch-04のcurrent-0215（06_TestFWGuide/03_Tips.rst、TestSupport#getListMap等の記法とAPIをテストデータの書き方ページへMERGE済み）で既出だが、本セクションの主眼はRESTfulウェブサービス固有のテストデータ読み込み挙動（自動読み込み対象の限定・Excelファイル省略可）でありcurrent-0215にはない新規情報のためDROPしない。batch-01のcurrent-0079（ウェブアプリケーション版の同型L2直下、ファイル配置規則+参照導線をリクエスト単体テスト（ウェブアプリケーション）ページの使用方法へMOVE、判断ルール3の対象外とした前例）に倣い、記法仕様そのものではなく本処理方式固有の挙動説明としてリクエスト単体テスト（RESTfulウェブサービス）ページの使用方法（テストデータを作成する）へMOVE。
current-0121,current-0121,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/rest.rst,109,111,リクエスト単体テストの実施方法 > テストデータの書き方 > テストクラスで共通のデータベース初期値,3,user,第3部 テストの実装方法,リクエスト単体テスト（RESTfulウェブサービス）,使用方法,REFERENCE,実測: 「:ref:`request_test_setup_db` 参照。」の1文のみ。batch.rst側のcurrent-0035・real.rst側のcurrent-0104が同一パターン（同じ参照先、同程度の情報量の1文参照）でdisposition=REFERENCEとして参照導線を残しているため、整合性のため本行もREFERENCEへ変更（[3観点レビュー対応]、旧disposition=DROPは同型行との不整合だった）。
current-0122,current-0122,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/rest.rst,114,118,リクエスト単体テストの実施方法 > テストデータの書き方 > テストメソッド毎のデータベース初期値,5,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MOVE,テストデータを記載したExcelファイルに**テストメソッドの名前**でシートを用意し、**SETUP_TABLES**のデータタイプでデータベース初期値を記載する旨、フレームワークによりテストメソッド実行時に投入される旨の記法仕様。git grep -n SETUP_TABLES <base-commit> -- ja/development_tools/testing_framework/で確認したところSETUP_TABLESという表記は本ファイルのみに出現し、他の処理方式ページや既処理バッチに同等の記法説明は見当たらない（テストクラス共通のsetUpDbシートとは異なる、テストメソッド単位の初期値投入という固有の記法）。判断ルール3（テストデータの記法説明はテストデータの書き方ページへMOVE/MERGE）によりテストデータの書き方ページの使用方法へMOVE。
current-0321,current-0321,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst,8,18,リクエスト単体テスト（同期応答メッセージ送信処理） > 概要 > (L2直下),11,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,機能概要,MOVE,#6でdesign.md §4「4. 第3部 テストの実装方法」が確定し、リクエスト単体テスト（MOMによるメッセージング）はプレフィックス付き表記のまま正式なページ名として確定した（design.md §13参照）。dest_page/dest_sectionは変更せず、以下は確定した割当理由として残す。「リクエスト単体テスト（同期応答メッセージ送信処理）では、要求電文1件をキューに送信し、結果を同期的に受信する際の動作を擬似的に再現し、テストを行う。」という導入文と、リクエスト単体テストそのものの概要は:ref:`message_sendSyncMessage_test`（メッセージング処理の概要ページ、本バッチでは未処理）を参照という旨のtip（L2直下）。判断ルール1により後続の全体像（current-0322）と同じdest_sectionへ。同期応答メッセージ送信処理はMOMによるメッセージングの処理方式（用語集の正表記「同期応答メッセージ送信」）のためリクエスト単体テスト（MOMによるメッセージング）ページの機能概要へMOVE。
current-0322,current-0322,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst,21,36,リクエスト単体テスト（同期応答メッセージ送信処理） > 概要 > 全体像,16,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,機能概要,MOVE,（#6で確定。dest_page/dest_sectionは変更なし）send_sync.pngの全体像図（バッチ処理の中で同期応答メッセージ送信処理を行う場合の構成図）と、テストケースの親クラスはStandaloneTestSupportTemplateまたはAbstractHttpRequestTestTemplateのいずれかを継承する必要がある旨のtip。design.md第3部の機能概要「全体像（図）」に相当するためリクエスト単体テスト（MOMによるメッセージング）ページの機能概要へMOVE。batch-17のcurrent-0308（RESTful版の同型全体像）と同型の判断。
current-0323,current-0323,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst,39,67,"リクエスト単体テスト（同期応答メッセージ送信処理） > 主なクラス, リソース",29,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,機能概要,MOVE,（#6で確定。dest_page/dest_sectionは変更なし）リクエスト単体テストクラス／Excelファイル（テストデータ）／StandaloneTestSupportTemplate／AbstractHttpRequestTestTemplate／MessageSender／RequestTestingMessagingProvider／TestDataConvertorの7行の名称・役割・作成単位表。design.md「主なクラスとリソース」表そのものでありリクエスト単体テスト（MOMによるメッセージング）ページの機能概要へMOVE。batch-17のcurrent-0309（RESTful版の同型表）と同型の判断。
current-0324,current-0324,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst,74,81,リクエスト単体テスト（同期応答メッセージ送信処理） > 構造 > StandaloneTestSupportTemplate,8,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,使用方法,MOVE,（#6で確定。dest_page/dest_sectionは変更なし）StandaloneTestSupportTemplateがAction実行後にMockMessagingContextを用いて要求電文のアサートを行う機能であり、同期応答メッセージ送信処理のリクエスト単体テストでは処理の形態に合わせて本クラスもしくはAbstractHttpRequestTestTemplateを実装したテストケースを使用する必要がある旨の説明。主なクラスとリソース表(current-0323)より詳細な、テストケースの親クラス選定という「テストクラスを作成する」手順の説明のため、batch-17のcurrent-0313（RestTestSupport系スーパクラス説明、使用方法へMOVE）と同型の判断でリクエスト単体テスト（MOMによるメッセージング）ページの使用方法へMOVE。
current-0325,current-0325,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst,84,90,リクエスト単体テスト（同期応答メッセージ送信処理） > 構造 > AbstractHttpRequestTestTemplate,7,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,使用方法,MOVE,（#6で確定。dest_page/dest_sectionは変更なし）AbstractHttpRequestTestTemplateがAction実行後にMockMessagingContextを用いて要求電文のアサートを行う機能であり、処理の形態に合わせて本クラスもしくはStandaloneTestSupportTemplateを実装したテストケースを使用する必要がある旨の説明。current-0324と対をなすスーパクラス選定の説明のためリクエスト単体テスト（MOMによるメッセージング）ページの使用方法へMOVE。
current-0326,current-0326,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst,93,110,リクエスト単体テスト（同期応答メッセージ送信処理） > 構造 > RequestTestingMessagingProvider,18,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,使用方法,MOVE,（#6で確定。dest_page/dest_sectionは変更なし）RequestTestingMessagingProviderが要求電文のアサートおよび応答電文の生成・返却する機能を提供するクラスであり、Excelに記載された要求電文の期待値と応答電文の読み込みも実行する旨の説明、本クラスが提供する準備処理（応答電文の生成）と結果確認（要求電文のアサート）の対応表、および要求電文のアサートは送信毎ではなくAction実行後に一括で行う旨のtip。主なクラスとリソース表より詳細なクラス説明のためリクエスト単体テスト（MOMによるメッセージング）ページの使用方法へMOVE。
current-0327,current-0327,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst,113,124,リクエスト単体テスト（同期応答メッセージ送信処理） > 構造 > MessageSender,12,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,使用方法,MOVE,（#6で確定。dest_page/dest_sectionは変更なし）MessageSenderが同期応答メッセージ送信処理で使用するコンポーネントであり、Actionなどの呼び出し元から渡されたパラメータから要求電文を生成する・要求電文を元にMockMessagingContextを実行する・MockMessagingContextから返却された応答電文をパースする・パース結果のオブジェクトを呼び出し元に返却する、という4つの機能を提供する旨の箇条書き。主なクラスとリソース表より詳細なクラス説明のためリクエスト単体テスト（MOMによるメッセージング）ページの使用方法へMOVE。
current-0328,current-0328,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst,127,140,リクエスト単体テスト（同期応答メッセージ送信処理） > 構造 > TestDataConvertor,14,user,第2部 導入と設定,リクエスト単体テストの設定（MOMによるメッセージング）,拡張例,MOVE,"#6でdesign.md §3「3. 第2部 導入と設定」が確定し、リクエスト単体テストの設定（MOMによるメッセージング）はプレフィックス付き表記のまま正式なページ名として確定した（design.md §13参照）。dest_page/dest_sectionは変更せず、以下は確定した割当理由として残す。TestDataConvertorがExcelから読み込んだテストデータを編集するためのインタフェースであり、必要に応じてXMLやJSONなどのデータ種別ごとにアーキテクトが実装する旨、実装クラスが持つべき機能（Excelから読み込んだデータを任意の値に編集する／編集したデータを読み込むためのレイアウト定義データを動的に生成する）、本インタフェース実装によりExcelに日本語で記述されたデータをURLエンコーディングする等の処理を追加可能である旨、実装クラスは""TestDataConverter_<データ種別>""というキー名でテスト用のコンポーネント設定ファイルに登録する必要がある旨の説明。「アーキテクトが実装する」拡張点であり、design.md記載区分の「拡張方法（クラス差し替え、独自Extension等）」に該当するため、batch-13のcurrent-0204/0205（AbstractHttpRequestTestTemplate/TestCaseInfoの拡張説明、拡張例へMOVE）と同型の判断でリクエスト単体テストの設定（MOMによるメッセージング）ページの拡張例へMOVE。"
current-0329,current-0329,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst,143,146,リクエスト単体テスト（同期応答メッセージ送信処理） > テストデータ > (L2直下),4,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,使用方法,MOVE,（#6で確定。dest_page/dest_sectionは変更なし）「同期応答メッセージ送信処理固有のテストデータについて説明する。」という導入文（L2直下）。判断ルール1により後続の同期応答メッセージ送信処理節（current-0330）と同じdest_sectionへ。リクエスト単体テスト（MOMによるメッセージング）ページの使用方法へMOVE。
current-0330,current-0330,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst,149,156,リクエスト単体テスト（同期応答メッセージ送信処理） > テストデータ > 同期応答メッセージ送信処理,8,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,使用方法,REFERENCE,（#6で確定。dest_page/dest_sectionは変更なし）基本的な記述方法は:ref:`send_sync_request_write_test_data`（実体は05_UnitTestGuide/02_RequestUnitTest/send_sync.rst L72以降、本バッチでは未処理。mapping/_batch/batch-*.csvにこのファイルの行が存在しないことをgrepで確認済み）を参照という文と、パディングおよびバイナリデータの扱いは:ref:`about_fixed_length_file`と同様である旨のtip。実体的な記法ではなく参照文のみのため、batch-17のcurrent-0049（http_real.rstの同型参照文、REFERENCEとして使用方法に残した前例）に倣いMOVEではなくREFERENCEとし、リクエスト単体テスト（MOMによるメッセージング）ページの使用方法に割り当てる。記法の実体は参照先が処理される際にテストデータの書き方ページへ判断ルール3に従い送られる想定。
current-0333,current-0333,current,ja/development_tools/testing_framework/guide/development_guide/08_TestTools/01_HttpDumpTool/01_HttpDumpTool.rst,1,2,(冒頭),2,user,,,,DROP,`.. _`http_dump_tool`:`という内部参照ラベルのみで地の文を持たない。判断ルール1によりDROP。
current-0334,current-0334,current,ja/development_tools/testing_framework/guide/development_guide/08_TestTools/01_HttpDumpTool/01_HttpDumpTool.rst,9,22,リクエスト単体データ作成ツール > 概要,14,user,第4部 ツール,リクエスト単体データ作成ツール,機能概要,MOVE,リクエスト単体テスト(ウェブアプリケーション)ではHTMLからのリクエストパラメータにあるキーと値をテストデータとして作成する必要があり、これを人手で実施するとパラメータ名（form内のname属性）を写し間違える恐れがあり登録画面などパラメータ数が多い画面ほど可能性が高い旨、このミスを解消するためリクエスト単体テストで生成されたHTMLを使用して次画面へのリクエストパラメータを作成できるツールを提供する旨の説明、およびリクエストパラメータのテストデータ記述方法は05_UnitTestGuide/02_RequestUnitTest/index（特にrequest_test_req_paramsの項）を参照という脚注。design.mdの確定dest_pageであるリクエスト単体データ作成ツールページの機能概要へMOVE。
current-0335,current-0335,current,ja/development_tools/testing_framework/guide/development_guide/08_TestTools/01_HttpDumpTool/01_HttpDumpTool.rst,25,30,リクエスト単体データ作成ツール > 特徴,6,user,第4部 ツール,リクエスト単体データ作成ツール,機能概要,MOVE,本ツールはリクエスト単体テストで生成されたHTMLをブラウザで操作することで次画面へのリクエストパラメータをExcel形式で取得でき、ウェブアプリケーションを操作するような感覚で直感的にテストデータが作成できる旨の説明。ツールの提供価値の説明のためリクエスト単体データ作成ツールページの機能概要へMOVE。
current-0336,current-0336,current,ja/development_tools/testing_framework/guide/development_guide/08_TestTools/01_HttpDumpTool/01_HttpDumpTool.rst,33,39,リクエスト単体データ作成ツール > 使用方法 > (L2直下),7,user,第4部 ツール,リクエスト単体データ作成ツール,使用方法,MOVE,「下記の図に沿って、本ツールの使用方法を説明する。」という導入文とrequestDumpToolAbstract.pngの使用方法概観図（L2直下）。判断ルール1により後続の前提条件・入力となるHTML生成等の各手順（current-0337〜0342）と同じdest_sectionへ。リクエスト単体データ作成ツールページの使用方法へMOVE。
current-0337,current-0337,current,ja/development_tools/testing_framework/guide/development_guide/08_TestTools/01_HttpDumpTool/01_HttpDumpTool.rst,42,46,リクエスト単体データ作成ツール > 使用方法 > 前提条件,5,user,第4部 ツール,リクエスト単体データ作成ツール,使用方法,MOVE,開発環境構築ガイドに従って開発環境を構築済みであること、および02_SetUpHttpDumpTool（インストールガイド、batch-22で処理済み）のhttp_dump_tool_prerequisite（前提事項節）を参照という2点の箇条書き。ツール使用の前提条件のためリクエスト単体データ作成ツールページの使用方法へMOVE。
current-0338,current-0338,current,ja/development_tools/testing_framework/guide/development_guide/08_TestTools/01_HttpDumpTool/01_HttpDumpTool.rst,49,60,リクエスト単体データ作成ツール > 使用方法 > 入力となるHTML生成,12,user,第4部 ツール,リクエスト単体データ作成ツール,使用方法,MOVE,リクエスト単体テストを実行しHTMLファイルを生成する旨、初期画面表示のリクエスト単体テスト用データだけは手動で用意する必要があり、初期画面表示リクエスト（例えばメニューからの単純な画面遷移）にはリクエストパラメータが含まれていないことがほとんどのため通常は空のリクエストパラメータを作成すればよい旨の説明。ツール使用手順（入力データ準備）のためリクエスト単体データ作成ツールページの使用方法へMOVE。
current-0339,current-0339,current,ja/development_tools/testing_framework/guide/development_guide/08_TestTools/01_HttpDumpTool/01_HttpDumpTool.rst,63,73,リクエスト単体データ作成ツール > 使用方法 > ツール起動,11,user,第4部 ツール,リクエスト単体データ作成ツール,使用方法,MOVE,Eclipse上からHTMLファイルを右クリックしツールを起動する旨とhowToExecuteFromEclipse（02_SetUpHttpDumpTool側のEclipseとの連携手順、batch-22で処理済み）を参照という文、Windows上で本ツールを起動するとコマンドプロンプト（内蔵サーバのプロセス）が現れ使用中は実行したままにしておくとよい旨・2回目以降は起動が速くなる旨・誤って落としても次回起動時に自動起動されるため問題ない旨のtip。ツール使用手順（起動方法）のためリクエスト単体データ作成ツールページの使用方法へMOVE。
current-0340,current-0340,current,ja/development_tools/testing_framework/guide/development_guide/08_TestTools/01_HttpDumpTool/01_HttpDumpTool.rst,76,78,リクエスト単体データ作成ツール > 使用方法 > データ入力,3,user,第4部 ツール,リクエスト単体データ作成ツール,使用方法,MOVE,HTMLファイルがブラウザで起動されるので、画面上で入力してサブミットを実行する旨の説明。ツール使用手順（データ入力）のためリクエスト単体データ作成ツールページの使用方法へMOVE。
current-0341,current-0341,current,ja/development_tools/testing_framework/guide/development_guide/08_TestTools/01_HttpDumpTool/01_HttpDumpTool.rst,81,86,リクエスト単体データ作成ツール > 使用方法 > Excelダウンロード,6,user,第4部 ツール,リクエスト単体データ作成ツール,使用方法,MOVE,サブミットで発生したHTTPリクエストがExcelファイルに記載された状態でダウンロードできる旨、Excelファイルをローカル上に保存する必要はなくブラウザから直接ExcelやOpenOfficeで起動すればよい旨の説明。ツール使用手順（結果取得）のためリクエスト単体データ作成ツールページの使用方法へMOVE。
current-0342,current-0342,current,ja/development_tools/testing_framework/guide/development_guide/08_TestTools/01_HttpDumpTool/01_HttpDumpTool.rst,89,93,リクエスト単体データ作成ツール > 使用方法 > データ編集,5,user,第4部 ツール,リクエスト単体データ作成ツール,使用方法,MOVE,ダウンロードしたExcelファイルにHTTPリクエストパラメータのデータが記載されており、そのデータをリクエスト単体テストのテストデータにコピーする旨の説明。ツール使用手順（テストデータへの反映）のためリクエスト単体データ作成ツールページの使用方法へMOVE。
current-0366,current-0366,current,ja/development_tools/testing_framework/guide/development_guide/08_TestTools/03_HtmlCheckTool/index.rst,1,2,(冒頭),2,user,,,,DROP,本文は「.. _html_check_tool:」というRST内部アンカーラベルと空行のみで、実体的な記述がない。判断ルール1によりDROP。新規ページ作成時に:refラベルを付与し直せば足りる。
current-0367,current-0367,current,ja/development_tools/testing_framework/guide/development_guide/08_TestTools/03_HtmlCheckTool/index.rst,6,9,HTMLチェックツール > (L1直下),4,user,第4部 ツール,HTMLチェックツール,機能概要,MERGE,#6着手前の#5d差し戻し対応（2026-07-28）でdesign.md第4部「ツール」が新設され、HTMLチェックツールは確定ページに格上げ済み（vocabulary.md参照）。受け皿問題は解決済みのため、以下は確定した割当理由として残す。design.mdの第2部・第3部いずれのページツリーにもHTMLチェックツールに対応するページが存在しない（HttpDumpTool→リクエスト単体データ作成ツール、MasterDataSetup→マスタデータ投入ツールは既存バッチで割当済みだが、同じ08_TestTools配下のHtmlCheckToolのみ受け皿がない。glossary.mdもHTMLチェックツールを正表記として確定しつつ『design.mdに受け皿のページがない（§11 申し送り事項1）』と明記）。本セクションはL1見出し直下の1文「HTMLチェックツールの目的、仕様、使用方法に関して記述する。」のみで、ページが扱う3項目（目的・仕様・使用方法）を列挙する導入文であり実体的な解説はない。HttpDumpTool/MasterDataSetupが第3部・第2部にそれぞれ独立ページとして割り当てられた前例に倣い、HTMLチェックツールも第2部 導入と設定配下に暫定ページ「HTMLチェックツール」を新設して割り当てる（config/拡張中心の内容のため第2部が適切と判断）。design.md未記載のため要確認。
current-0368,current-0368,current,ja/development_tools/testing_framework/guide/development_guide/08_TestTools/03_HtmlCheckTool/index.rst,12,16,HTMLチェックツール > 目的,5,user,第4部 ツール,HTMLチェックツール,機能概要,MERGE,（#6で確定。dest_page/dest_sectionは変更なし）終了タグ忘れ等の構文不正による想定外の画面表示を防ぐことと、プロジェクト規約で禁止されたタグの使用を防ぐことの2点を箇条書きで説明。ツールの存在理由そのものであり機能概要へMERGE。
current-0369,current-0369,current,ja/development_tools/testing_framework/guide/development_guide/08_TestTools/03_HtmlCheckTool/index.rst,19,65,HTMLチェックツール > 仕様 > (L2直下),47,user,第4部 ツール,HTMLチェックツール,機能概要,MERGE,（#6で確定。dest_page/dest_sectionは変更なし）リクエスト単体テストで自動生成されたHTMLファイルにチェックを行い不正HTML検出時はテスト失敗とする旨、本ツールはリクエスト単体テストに標準組み込みで実行される旨を述べたうえで、チェック内容（デフォルトでHTML4.01準拠の構文チェック、開始・終了タグの記述漏れをタグ省略許可なしでチェック、設定ファイルに記載したタグ・属性の使用有無チェック、大文字小文字区別なし、boolean属性使用可、属性のクォーテーション省略不可）を箇条書きで列挙し、脚注でカスタマイズ可能な旨・例外は次項参照・デフォルトはW3C非推奨タグ属性が設定済みでカスタマイズ方法は:ref:`01_custom`参照と補足。加えてtipでHTMLに直接記述したJavaScriptに「-」が2つ以上連続するとテスト失敗となる旨、失敗するJavaScript実装例・エラーメッセージ・対応方法（外部ファイル化）を示す。いずれも本ツールの検査仕様（何をどうチェックするか）の説明のため機能概要へMERGE。
current-0370,current-0370,current,ja/development_tools/testing_framework/guide/development_guide/08_TestTools/03_HtmlCheckTool/index.rst,68,82,HTMLチェックツール > 仕様 > HTML4.01との相違点,15,user,第4部 ツール,HTMLチェックツール,機能概要,MERGE,（#6で確定。dest_page/dest_sectionは変更なし）クライアントサイドでの動的DOM操作が一般化しているため、本ツールはボディが空のタグ（例：空のspanタグ、optionのないselectタグ）を許容するというHTML4.01仕様との相違点をコード例とともに説明。current-0369と同じ検査仕様の一部のため機能概要へMERGE。
current-0371,current-0371,current,ja/development_tools/testing_framework/guide/development_guide/08_TestTools/03_HtmlCheckTool/index.rst,88,92,HTMLチェックツール > 使用方法 > 前提条件,5,user,第4部 ツール,HTMLチェックツール,機能概要,MERGE,（#6で確定。dest_page/dest_sectionは変更なし）実体は「リクエスト単体テストを実行可能であること。」という1文の前提条件のみ。design.mdの第2部ページテンプレートでは前提事項は機能概要配下の項目として定義されているため（原文見出しは「使用方法」配下だが内容は前提条件そのもの）、機能概要へMERGE。
current-0372,current-0372,current,ja/development_tools/testing_framework/guide/development_guide/08_TestTools/03_HtmlCheckTool/index.rst,95,139,HTMLチェックツール > 使用方法 > 使用禁止タグ・属性のカスタマイズ方法,45,user,第4部 ツール,HTMLチェックツール,使用方法,MERGE,（#6で確定。dest_page/dest_sectionは変更なし）デフォルト設定のまま使う場合は変更不要である旨、自動テスト用設定ファイルのhtmlCheckerConfigプロパティに禁止タグ・属性を記載した設定ファイルへのパスを指定するXML設定例、その設定ファイル自体の記述方法（タグ名と属性名をカンマ区切りで1行、複数属性は複数行、属性欄省略でタグ自体の使用を禁止、属性欄省略時もカンマは省略不可）を説明。コンポーネント設定ファイルの設定項目そのものであり使用方法へMERGE。
current-0373,current-0373,current,ja/development_tools/testing_framework/guide/development_guide/08_TestTools/03_HtmlCheckTool/index.rst,142,160,HTMLチェックツール > 使用方法 > HTMLチェック実行要否の設定方法,19,user,第4部 ツール,HTMLチェックツール,使用方法,MERGE,（#6で確定。dest_page/dest_sectionは変更なし）自動テスト用設定ファイルのcheckHtmlプロパティをtrue/falseで切り替えることでHTMLチェック実施要否を設定できる旨とXML設定例。設定ファイルの設定項目のため使用方法へMERGE。
current-0374,current-0374,current,ja/development_tools/testing_framework/guide/development_guide/08_TestTools/03_HtmlCheckTool/index.rst,163,226,HTMLチェックツール > 使用方法 > HTMLチェック内容の変更,64,user,第4部 ツール,HTMLチェックツール,使用方法,MERGE,nablarch.test.core.http.HttpTestConfigurationクラスのhtmlCheckerプロパティを変更することでHTMLチェック内容自体を変更できる旨を説明し、独自実装クラスSimpleHtmlChecker（HtmlCheckerインタフェースを実装しチェック内容を差し替える例）のJavaコード例と、そのクラスをhtmlCheckerとしてコンポーネント設定するXML例を示す。第4部の「使用方法」は<操作手順>するの緩いテンプレートであり、本ツールが提供する操作手順の1つとして使用方法へMERGE（2026-07-28、dest_section=拡張例はvocabulary.mdの第4部に定義がなくverify_mapping.pyで検出、ユーザー判断により使用方法へ変更。旧判断はcheck/task-05.md参照）。
current-0375,current-0375,current,ja/development_tools/testing_framework/guide/development_guide/08_TestTools/03_HtmlCheckTool/index.rst,229,238,HTMLチェックツール > 使用方法 > テスト実行時指摘確認方法,10,user,第4部 ツール,HTMLチェックツール,使用方法,MERGE,（#6で確定。dest_page/dest_sectionは変更なし）リクエスト単体テスト実行時に自動生成されたHTMLファイルに指摘があった場合は該当テストケースが失敗する旨、JUnitコンソールに指摘箇所・指摘内容が出力される旨（スクリーンショット画像を伴う）、該当HTMLの出力元JSPを修正しテストを再実行する旨を説明。本ツールが失敗した際の確認・対応手順であり使用方法へMERGE。
current-0123,current-0123,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst,1,2,(冒頭),2,user,,,,DROP,「.. _`message_sendSyncMessage_test`:」というRST内部アンカーラベルのみで実体的な記述がない。判断ルール1によりDROP。
